Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Oct. 8, 2008 at 2:39 a.m. ET",PROCESSED,"Something to celebrate, sort of","Something to celebrate, sort of... ",English,0.12892576,0.600000024,positive
"Oct. 8, 2008 at 5:50 p.m. ET",PROCESSED,"In focus: Historically oversold, but no buy signals","In focus: Historically oversold, but no buy signals... ",English,0.11589439,0,neutral
"Oct. 8, 2008 at 8:12 a.m. ET",PROCESSED,Rate cuts push U.S. stock ETFs higher in premarket,Rate cuts push U.S. stock ETFs higher in premarket... ,English,0.1118313,0,neutral
"Oct. 8, 2009 at 11:50 a.m. ET",PROCESSED,S&P 500 outpacing rival Dow as stocks rally,S&P 500 outpacing rival Dow as stocks rally... ,English,0.15688848,0.183333337,neutral
"Oct. 8, 2010 at 6:28 p.m. ET",PROCESSED,"For tech, an unpredictable IPO year","For tech, an unpredictable IPO year... ",English,0.15058893,0,neutral
"Oct. 8, 2013 at 4:43 p.m. ET",PROCESSED,U.S. stocks drop; Dow skids nearly 160 points,U.S. stocks drop; Dow skids nearly 160 points... ,English,0.2319596,0,neutral
"Oct. 8, 2013 at 5:27 p.m. ET",PROCESSED,"Apple, Netflix, Yahoo among notable S&P 500 losers","Apple, Netflix, Yahoo among notable S&P 500 losers... ",English,0.2318185,0,neutral
"Oct. 8, 2014 at 2:10 p.m. ET","FAILED : Status_code: E0200033, Salience exception in prepareText(45): Failed to parse document",Here’s what Tesla’s ‘D’ may look like,"Status_code: E0200033, Salience exception in prepareText(45): Failed to parse document",,,0,neutral
"Oct. 8, 2014 at 6:07 a.m. ET",PROCESSED,Small-cap buckling and trap doors could make for a brutal earnings season,Small-cap buckling and trap doors could make for a brutal earnings season... ,English,0.11965425,-0.631796896,negative
"Oct. 8, 2015 at 11:01 a.m. ET",PROCESSED,S&P 500 chips away at major resistance,S&P 500 chips away at major resistance... ,English,0.20615962,-0.600000024,negative
"Oct. 8, 2015 at 3:58 p.m. ET",PROCESSED,Stocks are likely to rise as 2016 approaches,Stocks are likely to rise as 2016 approaches... ,English,0.15320972,0,neutral
"Oct. 8, 2016 at 11:42 a.m. ET",PROCESSED,Schwab joins BlackRock in ETF price war as providers ‘race to zero’,Schwab joins BlackRock in ETF price war as providers ‘race to zero’... ,English,0.11856329,0,neutral
"Oct. 8, 2016 at 11:43 a.m. ET",PROCESSED,New rule may create a $10 trillion ETF juggernaut by 2020,New rule may create a $10 trillion ETF juggernaut by 2020... ,English,0.104303434,0,neutral
"Oct. 8, 2017 at 11:53 a.m. ET",PROCESSED,Tesla shares shake off the bad news of Model 3 delivery delays,Tesla shares shake off the bad news of Model 3 delivery delays... ,English,0.16689584,-0.600000024,negative
"Oct. 8, 2018 at 12:03 p.m. ET",PROCESSED,"October downturn accelerates, placing major S&P 500 support (2,873) under siege","October downturn accelerates, placing major S&P 500 support (2,873) under siege... ",English,0.21813303,-0.675000012,negative
"Oct. 8, 2018 at 4:31 p.m. ET",PROCESSED,Stocks close mostly lower as fears of rising interest rates linger,Stocks close mostly lower as fears of rising interest rates linger... ,English,0.16252974,-0.49000001,negative
"Oct. 8, 2018 at 9:31 a.m. ET",PROCESSED,5 ways for your stock-market investments to profit from climate change,5 ways for your stock-market investments to profit from climate change... ,English,0.1567765,0.52352345,positive
"Oct. 8, 2018 at 9:35 a.m. ET",PROCESSED,Dow drops more than 120 points at the open as fears about surging rates on Wall Street persist,Dow drops more than 120 points at the open as fears about surging rates on Wall Street persist... ,English,0.21651357,-0.49000001,negative
"Oct. 8, 2018 at 9:38 a.m. ET",PROCESSED,UBS chief economist: Calm down over bond yields: ‘This is hardly 1994’,UBS chief economist: Calm down over bond yields: ‘This is hardly 1994’... ,English,0.1939623,0.438919604,positive
"Oct. 8, 2019 at 1:17 p.m. ET",PROCESSED,President Trump might just be the best stock market timer ever,President Trump might just be the best stock market timer ever... ,English,0.2016617,0.620000005,positive
"Oct. 8, 2019 at 10:18 a.m. ET",PROCESSED,"China’s Auto Market Could ‘Bottom Out’ This Year, Analyst Says","China’s Auto Market Could ‘Bottom Out’ This Year, Analyst Says... ",English,0.55930924,0,neutral
"Oct. 8, 2020 at 12:24 p.m. ET",PROCESSED,"S&P 500 breaks to less-charted territory, rallies to tag next resistance","S&P 500 breaks to less-charted territory, rallies to tag next resistance... ",English,0.14199834,0,neutral
"Oct. 8, 2020 at 4:51 p.m. ET",PROCESSED,Tesla to report Q3 results Oct. 21,Tesla to report Q3 results Oct. 21... ,English,0.1422518,0,neutral
"Oct. 8, 2020 at 8:24 a.m. ET",PROCESSED,Tesla Stock Is the Next Amazon.com,Tesla Stock Is the Next Amazon.com... ,Portuguese,0.16201442,0,neutral
"Oct. 9, 2012 at 11:48 a.m. ET",PROCESSED,Commodities funds not what they used to be,Commodities funds not what they used to be... ,English,0.25684667,0,neutral
"Oct. 9, 2012 at 9:10 a.m. ET",PROCESSED,Investors are still traumatized,Investors are still traumatized... ,English,0.37358335,-1.293705106,negative
"Oct. 9, 2013 at 11:52 a.m. ET",PROCESSED,The event to fear the most,The event to fear the most... ,English,0.16433097,-0.49000001,negative
"Oct. 9, 2013 at 4:34 p.m. ET",PROCESSED,H-P has best day in four months on upbeat outlook,H-P has best day in four months on upbeat outlook... ,English,0.12416578,0.495000005,positive
"Oct. 9, 2013 at 9:57 a.m. ET",PROCESSED,Germany index is outperforming the S&P 500,Germany index is outperforming the S&P 500... ,English,0.15590341,0.449999988,positive
"Oct. 9, 2014 at 1:15 p.m. ET",PROCESSED,What is the Tesla D? Take our poll,What is the Tesla D?... ,English,0.20443657,0,neutral
"Oct. 9, 2014 at 11:01 a.m. ET",PROCESSED,Gap slumps on weak comparable sales; Ruby Tuesday surges,Gap slumps on weak comparable sales; Ruby Tuesday surges... ,English,0.16475862,-0.495000005,negative
"Oct. 9, 2014 at 11:17 a.m. ET",PROCESSED,Tesla’s Musk: the ‘D’ is already out there,Tesla’s Musk: the ‘D’ is already out there... ,English,0.19908082,0,neutral
"Oct. 9, 2014 at 11:48 p.m. ET",PROCESSED,Elon Musk unveils 'D' for dual motor,Elon Musk unveils 'D' for dual motor... ,Romanian,0.12579077,0,neutral
"Oct. 9, 2014 at 12:40 p.m. ET",PROCESSED,Does energy collapse signal deflation?,Does energy collapse signal deflation?... ,English,0.9257527,0,neutral
"Oct. 9, 2014 at 3:34 p.m. ET",PROCESSED,Investors aren’t betting like Carl Icahn,Investors aren’t betting like Carl Icahn... ,English,0.32037362,0,neutral
"Oct. 9, 2014 at 7:21 a.m. ET",PROCESSED,Tesla shares rise 1.4% premarket ahead of new product or feature unveilings,Tesla shares rise 1.4% premarket ahead of new product or feature unveilings... ,English,0.19953276,0.540000021,positive
"Oct. 9, 2014 at 8:57 a.m. ET",PROCESSED,A call to short chip makers in the face of a scary triple-top market,A call to short chip makers in the face of a scary triple-top market... ,English,0.10848692,-0.75,negative
"Oct. 9, 2015 at 10:33 a.m. ET",PROCESSED,S&P 500 stages lackluster breakout,S&P 500 stages lackluster breakout... ,Romanian,0.17206505,-0.468386889,negative
"Oct. 9, 2015 at 11:41 a.m. ET",PROCESSED,Tesla has Wall Street on edge,Tesla has Wall Street on edge... ,English,0.17931072,0,neutral
"Oct. 9, 2015 at 11:50 a.m. ET",PROCESSED,"Gold and oil are bottoming, and the next big move is up","Gold and oil are bottoming, and the next big move is up... ",English,0.17397171,0.209999993,neutral
"Oct. 9, 2015 at 12:31 p.m. ET",PROCESSED,Tesla's stock falls after Barclay's downgrade suggests investors should sell,Tesla's stock falls after Barclay's downgrade suggests investors should sell... ,English,0.39588848,-0.600000024,negative
"Oct. 9, 2015 at 4:59 p.m. ET",PROCESSED,S&P 500 notches best weekly gain for 2015 as stocks rise for 2nd week,S&P 500 notches best weekly gain for 2015 as stocks rise for 2nd week... ,English,0.1398409,0.49000001,positive
"Oct. 9, 2015 at 6:46 p.m. ET","FAILED : Status_code: E0200033, Salience exception in prepareText(41): Failed to parse document","Elon Musk: ‘Yo, I don’t hate Apple’","Status_code: E0200033, Salience exception in prepareText(41): Failed to parse document",,,0,neutral
"Oct. 9, 2015 at 7:08 a.m. ET",PROCESSED,Tesla Motors stock drops 3% in active premarket trade,Tesla Motors stock drops 3% in active premarket trade... ,English,0.10486005,0,neutral
"Oct. 9, 2015 at 8:38 a.m. ET",PROCESSED,No home run yet in this market rally,No home run yet in this market rally... ,English,0.121412635,0.150000006,neutral
"Oct. 9, 2015 at 8:48 a.m. ET",PROCESSED,Tesla stock price target cut to $180 from $190 at Barclays,Tesla stock price target cut to $180 from $190 at Barclays... ,English,0.18619516,0,neutral
"Oct. 9, 2015 at 8:48 a.m. ET",PROCESSED,Tesla Motors downgraded to underweight from equal weight at Barclays,Tesla Motors downgraded to underweight from equal weight at Barclays... ,English,0.17479831,-0.600000024,negative
"Oct. 9, 2016 at 4:56 p.m. ET",PROCESSED,"Elon Musk teases new products, says no need for Tesla, SolarCity to raise cash in Q4","Elon Musk teases new products, says no need for Tesla, SolarCity to raise cash in Q4... ",English,0.122433,0,neutral
"Oct. 9, 2017 at 10:42 a.m. ET",PROCESSED,Tesla's stock falls toward first decline in six sessions,Tesla's stock falls toward first decline in six sessions... ,English,0.114123955,0,neutral
"Oct. 9, 2017 at 11:43 a.m. ET",PROCESSED,"U.S. benchmarks reach uncharted territory, digest the October technical breakout","U.S. benchmarks reach uncharted territory, digest the October technical breakout... ",English,0.16836928,-0.545000017,negative
"Oct. 9, 2017 at 3:55 p.m. ET",PROCESSED,Is There a Middle Ground in the Tesla Debate?,Is There a Middle Ground in the Tesla Debate?... ,English,0.12066615,0,neutral
"Oct. 9, 2017 at 4:55 p.m. ET",PROCESSED,Stocks close lower in thinly traded session; GE has biggest drop since June 2016,Stocks close lower in thinly traded session; GE has biggest drop since June 2016... ,English,0.12343664,0,neutral
"Oct. 9, 2017 at 8:34 a.m. ET",PROCESSED,Tesla's stock falls 1.8% in premarket trade,Tesla's stock falls 1.8% in premarket trade... ,English,0.10750928,0,neutral
"Oct. 9, 2018 at 1:20 p.m. ET",PROCESSED,Tesla stock rises 5% on bullish analyst call,Tesla stock rises 5% on bullish analyst call... ,English,0.1886298,0,neutral
"Oct. 9, 2018 at 10:51 a.m. ET",PROCESSED,"Elon Musk’s Tesla Has the Right Stuff to Win Long Term, Analyst Says","Elon Musk’s Tesla Has the Right Stuff to Win Long Term, Analyst Says... ",English,0.16869481,0.441551745,positive
"Oct. 9, 2018 at 12:49 p.m. ET",PROCESSED,"Cracks surface in the bull trend, S&P 500 nails major support","Cracks surface in the bull trend, S&P 500 nails major support... ",English,0.1278848,0,neutral
"Oct. 9, 2018 at 8:21 a.m. ET",PROCESSED,"Dow Sinks 153 Points as Tesla, Walmart Gain","Dow Sinks 153 Points as Tesla, Walmart Gain... ",English,0.15639843,0,neutral
"Oct. 9, 2018 at 8:47 a.m. ET",PROCESSED,Tesla started at outperform with $430 stock price target at Macquarie,Tesla started at outperform with $430 stock price target at Macquarie... ,English,0.21234581,0.449999988,positive
"Oct. 9, 2018 at 9:00 a.m. ET",PROCESSED,Tesla's stock bounces after bullish call by Macquarie analyst,Tesla's stock bounces after bullish call by Macquarie analyst... ,English,0.36228782,0,neutral
"Oct. 9, 2019 at 11:49 a.m. ET",PROCESSED,S&P 500 traverses lower plateau as October volatility persists,S&P 500 traverses lower plateau as October volatility persists... ,English,0.1604718,-0.600000024,negative
"Oct. 9, 2019 at 4:45 p.m. ET",PROCESSED,Tesla to report Q3 results Oct. 23,Tesla to report Q3 results Oct. 23... ,English,0.1422518,0,neutral
"Oct. 9, 2019 at 7:08 a.m. ET",PROCESSED,Tesla's 'Smart Summon' feature is glitchy and works intermittently: Consumer Reports,Tesla's 'Smart Summon' feature is glitchy and works intermittently: Consumer Reports... ,English,0.14674225,0,neutral
"Oct. 9, 2019 at 7:08 p.m. ET",PROCESSED,Welcome to the adult table: SEC sets new ETF rules,Welcome to the adult table: SEC sets new ETF rules... ,English,0.16736932,0,neutral
"Oct. 9, 2019 at 9:09 a.m. ET",PROCESSED,"In ETFs, the rich aren’t getting much richer","In ETFs, the rich aren’t getting much richer... ",English,0.13202389,0.879630029,positive
"Oct. 9, 2020 at 12:01 p.m. ET",PROCESSED,"Bull trend strengthens, S&P 500 extends October breakout","Bull trend strengthens, S&P 500 extends October breakout... ",Romanian,0.17258179,-0.043577805,neutral
"Oct. 9, 2020 at 12:31 p.m. ET",PROCESSED,Why Tesla Stock Is a Bulletproof Election Play,Why Tesla Stock Is a Bulletproof Election Play... ,English,0.102565445,0,neutral
"Oct. 9, 2020 at 7:30 a.m. ET",PROCESSED,Is Tesla Stock a Good Bet or Seriously Overvalued? Two Analysts Weigh in.,Is Tesla Stock a Good Bet or Seriously Overvalued?... Two Analysts Weigh in... ,English,0.10973295,0,neutral
"Sep. 1, 2015 at 2:59 p.m. ET",PROCESSED,Tesla opens ordering process for new Model X SUV,Tesla opens ordering process for new Model X SUV... ,English,0.1590424,0,neutral
"Sep. 1, 2015 at 7:01 a.m. ET",PROCESSED,Gold screams summer stock correction not over,Gold screams summer stock correction not over... ,English,0.2690654,0.49000001,positive
"Sep. 1, 2015 at 7:07 a.m. ET",PROCESSED,"Tesla Motors' stock drops 3% in premarket trade, set to snap 5-session win streak","Tesla Motors' stock drops 3% in premarket trade, set to snap 5-session win streak... ",English,0.110827245,0.529862106,positive
"Sep. 1, 2016 at 9:12 a.m. ET",PROCESSED,This ‘cash incinerator’ stock is the market’s biggest brewing bubble,This ‘cash incinerator’ stock is the market’s biggest brewing bubble... ,English,0.17814413,0,neutral
"Sep. 1, 2016 at 9:28 a.m. ET",PROCESSED,More huge tech acquisitions are ahead,More huge tech acquisitions are ahead... ,English,0.30524522,0.345600039,positive
"Sep. 1, 2017 at 11:43 p.m. ET",PROCESSED,Japan Beckons Global Investors,Japan Beckons Global Investors... ,English,0.38782743,0,neutral
"Sep. 1, 2017 at 12:52 p.m. ET",PROCESSED,"Labor complaint filed against Tesla won’t hurt the stock, analyst says","Labor complaint filed against Tesla won’t hurt the stock, analyst says... ",English,0.1873902,-0.440871328,negative
"Sep. 1, 2017 at 7:52 a.m. ET",PROCESSED,"Quoting Bond villain, new gold ETF takes aim at rivals on fees","Quoting Bond villain, new gold ETF takes aim at rivals on fees... ",English,0.2056116,-0.550000012,negative
"Sep. 1, 2017 at 8:06 a.m. ET",PROCESSED,Tesla slapped with unfair labor practices complaint by NLRB,Tesla slapped with unfair labor practices complaint by NLRB... ,English,0.24545045,-0.544204652,negative
"Sep. 1, 2017 at 8:19 a.m. ET",PROCESSED,Retailers like Wal-Mart and Best Buy are coming up with new strategies to top two-day delivery,Retailers like Wal-Mart and Best Buy are coming up with new strategies to top two-day delivery... ,English,0.2103132,0.395000011,positive
"Sep. 1, 2017 at 9:15 p.m. ET",PROCESSED,Finding Opportunity in High-Yield Bonds,Finding Opportunity in High-Yield Bonds... ,English,0.104466476,0,neutral
"Sep. 1, 2017 at 9:42 a.m. ET",PROCESSED,Biotech stocks are breaking out and getting ready to dominate,Biotech stocks are breaking out and getting ready to dominate... ,English,0.16746977,-0.545000017,negative
"Sep. 1, 2018 at 4:10 p.m. ET",PROCESSED,Elon Musk faces his own worst enemy,Elon Musk faces his own worst enemy... ,English,0.7361866,-0.519999981,negative
"Sep. 1, 2020 at 1:04 p.m. ET",PROCESSED,The ‘Triple-WTF’ chart of the year: ‘You just have to put your brain on Tesla Autopilot and believe’,The ‘Triple-WTF’ chart of the year: ‘You just have to put your brain on Tesla Autopilot and believe’... ,English,0.17395742,0,neutral
"Sep. 1, 2020 at 11:16 a.m. ET",PROCESSED,Tesla Is Selling Stock. ‘It Is More or Less Free Money.’,Tesla Is Selling Stock... ‘It Is More or Less Free Money... ,English,0.16812088,0,neutral
"Sep. 1, 2020 at 11:42 a.m. ET",PROCESSED,Tesla Has Accelerated Gains in the Convertible Bond Market. What Comes Next.,Tesla Has Accelerated Gains in the Convertible Bond Market... What Comes Next... ,English,0.14245638,0,neutral
"Sep. 1, 2020 at 12:08 p.m. ET",PROCESSED,"His short position just got ‘obliterated,’ but this Tesla bear isn’t giving up","His short position just got ‘obliterated,’ but this Tesla bear isn’t giving up... ",English,0.39682195,-0.49000001,negative
"Sep. 1, 2020 at 12:20 p.m. ET",PROCESSED,"Charting a rally to ‘clear skies’ territory: S&P 500, Nasdaq extend summer breakouts","Charting a rally to ‘clear skies’ territory: S&P 500, Nasdaq extend summer breakouts... ",English,0.09966378,0.027500004,neutral
